Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,495,1,1,49,337,49,49,49.0,0.0,337,337,337.0,0.0,779797.9798,4040.40404,495.0,0.0,495,495,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,2020.20202,2020.20202,49,337,145.0,166.2768775,27648.0,0,0,0,0,0,0,0,0,1,217.5,49.0,337.0,20,0,0,0,0,0,0,1,49,1,337,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5579685,8,6,613,4410,342,0,76.625,125.6877509,1460,0,735.0,776.2463526,900.2300309,2.509102216,429206.5385,1509651.403,5453367,3,5579685,797097.8571,2053401.388,5453367,3,52554,10510.8,12683.4126,24585,48,0,0,0,0,172,128,1.433772695,1.075329521,0,1460,334.8666667,581.2338928,337832.8381,0,0,0,1,0,0,0,0,0,358.7857143,76.625,735.0,172,0,0,0,0,0,0,8,613,6,4410,8192,4916,7,20,126315.0,0.0,126315,126315,5453367.0,0.0,5453367,5453367,BENIGN
443,37597325,13,8,1029,3824,549,0,79.15384615,160.5053717,1418,0,478.0,617.3096005,129.078332,0.558550376,1879866.25,8365429.918,37400000,1,37600000,3133110.417,10800000.0,37400000,1,139660,19951.42857,25176.897,55695,3,0,0,0,0,428,264,0.34576928,0.212781095,0,1418,220.5909091,426.2480453,181687.3961,0,0,0,1,0,0,0,0,0,231.0952381,79.15384615,478.0,428,0,0,0,0,0,0,13,1029,8,3824,65535,349,6,32,176709.0,0.0,176709,176709,37400000.0,0.0,37400000,37400000,BENIGN
443,119235299,19,29,1102,17074,507,6,58.0,118.4206251,1430,6,588.7586207,677.94251,152.4380796,0.402565351,2536921.255,12000000.0,59000000,1,119000000,6624183.278,18900000.0,59000000,164,119000000,4255555.071,15400000.0,59000000,1,1,0,0,0,380,580,0.159348785,0.243216566,6,1430,373.122449,585.0110979,342237.9847,0,1,0,0,1,0,0,0,1,380.8958333,58.0,588.7586207,380,0,0,0,0,0,0,19,1102,29,17074,253,205,18,20,951861.0,1233421.915,1824022,79700,58600000.0,474258.6395,59000000,58300000,BENIGN
80,108111875,4,3,239,0,231,0,59.75,114.2289368,0,0,0.0,0.0,2.210672972,0.064747744,18000000.0,44100000.0,108000000,30,108000000,36000000.0,62400000.0,108000000,146,108000000,54100000.0,76400000.0,108000000,682,0,0,0,0,136,104,0.036998711,0.027749033,0,231,29.875,81.31497402,6612.125,0,0,0,1,0,0,0,0,0,34.14285714,59.75,0.0,136,0,0,0,0,0,0,4,239,3,0,29200,235,2,32,712.0,0.0,712,712,108000000.0,0.0,108000000,108000000,DoS slowloris
80,519471,4,2,231,0,231,0,57.75,115.5,0,0,0.0,0.0,444.6831488,11.55021166,103894.2,231869.0192,518674,66,519471,173157.0,299283.7376,518740,146,701,701.0,0.0,701,701,0,0,0,0,136,72,7.700141105,3.850070553,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
80,44074446,4,3,239,0,231,0,59.75,114.2289368,0,0,0.0,0.0,5.422643316,0.158822189,7345741.0,18000000.0,44100000,48,44100000,14700000.0,25400000.0,44100000,48,44100000,22000000.0,31200000.0,44100000,779,0,0,0,0,136,104,0.090755537,0.068066652,0,231,29.875,81.31497402,6612.125,0,0,0,1,0,0,0,0,0,34.14285714,59.75,0.0,136,0,0,0,0,0,0,4,239,3,0,29200,235,2,32,869.0,0.0,869,869,44100000.0,0.0,44100000,44100000,DoS slowloris
80,511799,4,2,231,0,231,0,57.75,115.5,0,0,0.0,0.0,451.3490648,11.72335233,102359.8,228484.4499,511085,38,511799,170599.6667,294911.5208,511134,48,676,676.0,0.0,676,676,0,0,0,0,136,72,7.815568221,3.907784111,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
80,3003893,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.998704015,1501946.5,709989.6555,2003985,999908,3003893,1501946.5,709989.6555,2003985,999908,0,0.0,0.0,0,0,0,0,0,0,120,0,0.998704015,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
80,106014108,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.329878586,0.084894361,13300000.0,35100000.0,100000000,2,106000000,26500000.0,49100000.0,100000000,2,106000000,35300000.0,56100000.0,100000000,777,0,0,0,0,168,136,0.047163534,0.037730827,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,439.5,501.3387079,794,85,53000000.0,66500000.0,100000000,6013676,DoS slowloris
80,108034477,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.286307176,0.083306739,13500000.0,37800000.0,107000000,38,108000000,27000000.0,53300000.0,107000000,47,108000000,36000000.0,61500000.0,107000000,861,0,0,0,0,168,136,0.046281522,0.037025217,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,1032707.0,0.0,1032707,1032707,107000000.0,0.0,107000000,107000000,DoS slowloris
80,17066381,4,3,239,0,231,0,59.75,114.2289368,0,0,0.0,0.0,14.00414066,0.410163115,2844396.833,6966959.814,17100000,9,17100000,5688790.667,9852689.036,17100000,205,17100000,8533162.0,12100000.0,17100000,671,0,0,0,0,136,104,0.234378923,0.175784192,0,231,29.875,81.31497402,6612.125,0,0,0,1,0,0,0,0,0,34.14285714,59.75,0.0,136,0,0,0,0,0,0,4,239,3,0,29200,235,2,32,728.0,0.0,728,728,17100000.0,0.0,17100000,17100000,DoS slowloris
80,100043607,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.468923377,0.089960771,12500000.0,35400000.0,100000000,64,100000000,25000000.0,50000000.0,100000000,371,100000000,33300000.0,57700000.0,100000000,925,0,0,0,0,168,136,0.049978206,0.039982565,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,43890.0,0.0,43890,43890,100000000.0,0.0,100000000,100000000,DoS slowloris
80,17069963,4,3,239,0,231,0,59.75,114.2289368,0,0,0.0,0.0,14.00120199,0.410077046,2844993.833,6968335.447,17100000,58,17100000,5689968.333,9854631.819,17100000,343,17100000,8534923.5,12100000.0,17100000,740,0,0,0,0,136,104,0.23432974,0.175747305,0,231,29.875,81.31497402,6612.125,0,0,0,1,0,0,0,0,0,34.14285714,59.75,0.0,136,0,0,0,0,0,0,4,239,3,0,29200,235,2,32,856.0,0.0,856,856,17100000.0,0.0,17100000,17100000,DoS slowloris
443,118622551,91,93,3827,108096,1348,0,42.05494505,190.2339123,2836,0,1162.322581,599.8146301,943.5221133,1.551138451,648210.6612,2406197.256,10000000,1,119000000,1318028.344,3322000.12,10100000,1,114000000,1234414.359,3270731.949,10100000,2,0,0,0,0,2920,2984,0.767139125,0.783999326,0,2836,604.9891892,716.451491,513302.739,0,0,0,1,0,0,0,0,1,608.2771739,42.05494505,1162.322581,2920,0,0,0,0,0,0,91,3827,93,108096,29200,400,7,32,289620.6667,877131.7427,3074888,36185,9595591.667,1440923.404,10000000,5020059,BENIGN
53,109181008,2,2,137,347,94,43,68.5,36.06244584,176,171,173.5,3.535533906,4.433005418,0.036636408,36400000.0,63000000.0,109000000,480,109000000,109000000.0,0.0,109000000,109000000,109000000,109000000.0,0.0,109000000,109000000,0,0,0,0,72,72,0.018318204,0.018318204,43,176,105.4,65.5842969,4301.3,0,0,0,0,0,0,0,0,1,131.75,68.5,173.5,72,0,0,0,0,0,0,2,137,2,347,-1,-1,1,32,67420.0,0.0,67420,67420,109000000.0,0.0,109000000,109000000,BENIGN
443,4,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,7750000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,252,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30940,2,2,148,312,74,74,74.0,0.0,156,156,156.0,0.0,14867.48546,129.2824822,10313.33333,17817.33219,30887,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,0,0,0,0,64,40,64.64124111,64.64124111,74,156,106.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,133.5,74.0,156.0,64,0,0,0,0,0,0,2,148,2,312,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30225,1,1,55,111,55,55,55.0,0.0,111,111,111.0,0.0,5492.142266,66.17038875,30225.0,0.0,30225,30225,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,33.08519438,33.08519438,55,111,73.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,110.5,55.0,111.0,32,0,0,0,0,0,0,1,55,1,111,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,96886521,50,85,637,117726,97,6,12.74,20.10463445,2860,6,1385.011765,580.9159741,1221.666324,1.393382677,723033.7388,5996017.311,58300000,2,96900000,1977275.939,9862648.066,58300000,202,96800000,1152364.69,7566275.294,58300000,2,1,0,0,0,1000,1700,0.516067658,0.877315019,6,2860,870.6544118,808.9111875,654337.3093,0,1,0,0,1,0,0,0,1,877.1037037,12.74,1385.011765,1000,0,0,0,0,0,0,50,637,85,117726,416,440,49,20,180563.5,122973.6474,267519,93608,48200000.0,14200000.0,58300000,38200000,BENIGN
53,1282435,1,1,48,106,48,48,48.0,0.0,106,106,106.0,0.0,120.0840588,1.559533232,1282435.0,0.0,1282435,1282435,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,0.779766616,0.779766616,48,106,67.33333333,33.48631561,1121.333333,0,0,0,0,0,0,0,0,1,101.0,48.0,106.0,20,0,0,0,0,0,0,1,48,1,106,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51052,1,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,31000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,64,0,2000000.0,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,939,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5643820,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.708739825,1881273.333,3077767.426,5433091,28,5643820,2821910.0,3692767.584,5433091,210729,0,0.0,0.0,0,0,0,0,0,0,104,40,0.531554869,0.177184956,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,14480,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
